words	rst	class	segment	rst_code	class_code
that the NRC improperly failed to	attribution	NoArgument	814	1	1
whether the risk of an accident at TMI-1 might cause harm to the psychological health and community well-being of residents of the area surrounding Three Mile Island .	elaboration	NoArgument	814	9	1
consider whether the risk of an accident at TMI-1 might cause harm to the psychological health and community	attribution	NoArgument	814	1	1
the NRC improperly failed to consider	attribution	NoArgument	814	1	1
The court held that	attribution	NoArgument	814	1	1
The questions reflect nuclear power 's precarious position as the Trump administration begins . The questions reflect nuclear power 's precarious position as the Trump administration begins .	none	NoArgument	2998	15	1
Like coal or oil , it was a way of producing electricity at a central location for distribution through the established grid .	elaboration	Argument	3057	9	0
One is the hierarchy and division of labour characteristic of modern corporations and state bureaucracies . One is the hierarchy and division of labour characteristic of modern corporations and state bureaucracies .	none	NoArgument	401	15	1
if only this one relatively ignored indirect subsidy for nuclear power was converted to a direct subsidy and diverted to photovoltaic manufacturing , it would result in more installed power and more energy produced by mid-century compared to the nuclear case .	elaboration	Argument	396	9	0
that if only this one relatively ignored indirect subsidy for nuclear power was converted to a direct subsidy and diverted to photovoltaic manufacturing , it would result in more installed power and more energy	attribution	Argument	396	1	0
A recent study found that	attribution	Argument	396	1	0
It is futile to expect the government on its own - whatever its platform may be - to readily oppose aspects of the nuclear fuel cycle .	elaboration	Argument	434	9	0
Some people say it 's going to be in responsible hands but if the nuclear power gets in the wrong hands it can all go wrong .	contrast	Argument	3145	7	0
China will have to decarbonize at 4 percent . China will have to decarbonize at 4 percent .	none	NoArgument	641	15	1
There is no evidence of an imminent threat to bulk reliability to justify interim subsidies .	elaboration	Argument	348	9	0
However , the closing of Roxby in isolation would do nothing to prevent	purpose	NoArgument	2733	16	1
to prevent mining companies from setting up or increasing production in other places .	elaboration	NoArgument	2733	9	1
V ) , require the NRC to address its contentions .	purpose	NoArgument	302	16	1
The psychological health damage alleged by PANE is no closer to an event in the environment or to environmental concerns .	means	Argument	933	14	0
It 's not quite like that . It 's not quite like that .	none	NoArgument	1069	15	1
For example , it is necessary to have nuclear physicists , nuclear engineers , plant technicians and construction workers	elaboration	NoArgument	756	9	1
to have nuclear physicists , nuclear engineers , plant technicians and construction workers in order to conceive , design and build a nuclear power plant .	purpose	NoArgument	756	16	1
Plus , all this comes with a far lighter fuel requirement .	elaboration	Argument	2079	9	0
11 The operation of the facility is an event in the physical environment , but the psychological health damage to neighboring residents resulting from unrealized risks of crime is too far removed from that event to be covered	elaboration	NoArgument	2619	9	1
11 The operation of the facility is an event in the physical environment , but the psychological health damage to neighboring residents resulting from unrealized risks of crime is too far removed from that event by NEPA .	means	NoArgument	2619	14	1
By promoting local initiative and nonviolent direct action , local groups provide an alternative to the state where power is based on centralised administration and on violence .	elaboration	NoArgument	509	9	1
They are much more expensive , and the energy that comes out is of inferior quality .	attribution	NoArgument	252	1	1
Nature provides a free lunch , but	elaboration	NoArgument	36	9	1
only if we control our appetites .	condition	NoArgument	36	5	1
but only	attribution	NoArgument	36	1	1
There already exist environmental , feminist and peace groups which	elaboration	NoArgument	3087	9	1
groups which form the basis of a network of groups opposed to uranium mining and the	elaboration	NoArgument	3087	9	1
form the basis of a network of groups opposed to uranium mining and the structures	elaboration	NoArgument	3087	9	1
structures which support it .	elaboration	NoArgument	3087	9	1
For example , direct actions against Roxby Downs could in the long run undermine	elaboration	NoArgument	990	9	1
in the long run undermine its profitability	elaboration	NoArgument	990	9	1
its profitability and cause its closure .	list	NoArgument	990	12	1
Roughly 100 nuclear power plants are now operating in the United States , supplying about one-fifth of the nation 's electricity . Roughly 100 nuclear power plants are now operating in the United States , supplying about one-fifth of the nation 's electricity .	none	Argument	2237	15	0
In this way , activists can deal in a positive way with short-term setbacks .	attribution	NoArgument	3020	1	1
TMI-2 was operating , and it suffered a serious accident that damaged the reactor . TMI-2 was operating , and it suffered a serious accident that damaged the reactor .	none	NoArgument	2293	15	1
However , influence from the Australian Atomic Energy Commission led to consideration in the late 1960s of a nuclear power plant for Jervis Bay . However , influence from the Australian Atomic Energy Commission led to consideration in the late 1960s of a nuclear power plant for Jervis Bay .	none	NoArgument	3179	15	1
The anti-uranium platform adopted by the ALP in 1977 was the result of organising and education at the party branch level . The anti-uranium platform adopted by the ALP in 1977 was the result of organising and education at the party branch level .	none	NoArgument	2973	15	1
To determine whether 102 requires consideration of a particular effect , we must look at the relationship between that effect and the change in the physical environment caused by the major federal action at issue .	attribution	NoArgument	2808	1	1
From the beginning a close relationship has existed between these two main applications of nuclear energy . From the beginning a close relationship has existed between these two main applications of nuclear energy .	none	NoArgument	2410	15	1
Reactors , with the piles of nuclear materials , are prime terrorists targets . Reactors , with the piles of nuclear materials , are prime terrorists targets .	none	Argument	581	15	0
There is no shortage . There is no shortage .	none	NoArgument	435	15	1
( b ) NEPA does not require agencies to evaluate the effects of risk , qua risk . ( b ) NEPA does not require agencies to evaluate the effects of risk , qua risk .	none	Argument	2805	15	0
Since that time there has been strong anti-uranium feeling within the party .	elaboration	NoArgument	2819	9	1
I join the opinion of the Court . I join the opinion of the Court .	none	NoArgument	1802	15	1
With the concern about climate change and the increased cost of fossil fuels , there has been an increase interest in using nuclear energy to produce electricity .	elaboration	Argument	774	9	0
They 're too small to see ,	elaboration	NoArgument	1748	9	1
to see , even with a microscope .	attribution	NoArgument	1748	1	1
The risks of nuclear power and the risks of nuclear waste are discussed in more detail . The risks of nuclear power and the risks of nuclear waste are discussed in more detail .	none	NoArgument	326	15	1
B etween 2000 and 2013 , global investment in new power plants went mainly into renewables ( 57 percent ) , followed by fossil fuels ( 40 percent ) ,	elaboration	NoArgument	160	9	1
40 percent ) , while only three percent of investment was spent on nuclear energy .	list	NoArgument	160	12	1
that we need can get cut down .	attribution	Argument	1698	1	0
So that means no trees that	attribution	Argument	1698	1	0
They are not protected nearly as well enough	elaboration	NoArgument	157	9	1
enough .	elaboration	NoArgument	157	9	1
What are the vulnerable points , then ?	attribution	NoArgument	1032	1	1
Perversely , however , the U.S. Environmental Protection Agency and most states have declined to consider rewarding	elaboration	NoArgument	1004	9	1
rewarding the same benefits from existing nuclear power plants .	elaboration	NoArgument	1004	9	1
Since we decide that the NRC need not consider the contentions of psychological health damage at all , it follows	elaboration	NoArgument	1124	9	1
the NRC need not consider the contentions of psychological health damage at all , it follows that the contentions of community damage need not be considered .	elaboration	NoArgument	1124	9	1
On a day when one plant ( TMI-1 ) was shut down for refueling , the other plant ( TMI-2 ) suffered a serious accident that damaged the reactor and caused widespread concern . On a day when one plant ( TMI-1 ) was shut down for refueling , the other plant ( TMI-2 ) suffered a serious accident that damaged the reactor and caused widespread concern .	none	Argument	1877	15	0
It is possible to fuel nuclear power plants with other fuel types than uranium .	elaboration	NoArgument	576	9	1
that the world can meet the 2 C target and , in fact , stabilize emissions at 350 ppm instead of the 450 ppm	elaboration	Argument	244	9	0
instead of the 450 ppm that the United Nations aspires to , using solely renewable energy .	elaboration	Argument	244	9	0
Mark Jacobson , a professor of civil and environmental engineering at Stanford University , is optimistic that the world can meet the 2 C target and , in fact , stabilize emissions at 350 ppm	attribution	Argument	244	1	0
they want the nuclear power but they should n't have nuclear power	elaboration	Argument	325	9	0
but they should n't have nuclear power because it has already killed millions of Japanese people .	reason	Argument	325	18	0
and people still say they want the nuclear power	attribution	Argument	325	1	0
It has exploded in Japan they want the nuclear power	list	Argument	325	12	0
As the nuclear power issue has been widely debated , it has become obvious to many people that the expertise of pro-nuclear scientists and engineers is tied to vested interests .	elaboration	Argument	10	9	0
This direct action - an obvious challenge to the power of corporations and the state - was only called off	elaboration	NoArgument	2749	9	1
- was only called off when deregistration threats from the Liberal-National Government induced the ACTU to back down .	circumstance	NoArgument	2749	2	1
Indeed lobbying is a form of political action most suited to powerful interest groups such as corporations and professional bodies . Indeed lobbying is a form of political action most suited to powerful interest groups such as corporations and professional bodies .	none	NoArgument	1931	15	1
If the Fukushima reactors were automatically flooded as soon as the earthquake was detected , not manually	condition	Argument	991	5	0
as the earthquake was detected , not manually and only several hours after the tsunami hit , there would have been no accident .	list	Argument	991	12	0
The issue in these cases is whether petitioner Nuclear Regulatory Commission ( NRC ) complied with the National Environmental Policy Act of 1969 , 83 Stat .	attribution	NoArgument	374	1	1
A grassroots strategy against nuclear power and uranium mining can be seen as a ' non-reformist reform ' :	elaboration	NoArgument	2532	9	1
reform ' : namely , it can achieve effective change	elaboration	NoArgument	2532	9	1
namely , it can achieve effective change within the system in a	elaboration	NoArgument	2532	9	1
within the system in a way	elaboration	NoArgument	2532	9	1
way which weakens	elaboration	NoArgument	2532	9	1
rather than strengthens dominant structures , or which helps	elaboration	NoArgument	2532	9	1
or which helps to prevent the entrenchment of new , more powerful structures .	purpose	NoArgument	2532	16	1
way rather than strengthens dominant structures ,	same_unit	NoArgument	2532	20	1
and encouragement for people in different types of groups or working alone to attend occasional meetings or maintain routine contact .	purpose	NoArgument	768	16	1
The most important activity here is regular liaison and consultation , and encouragement for people in different types of groups or working alone	list	NoArgument	768	12	1
This site presents in a simple , nonpartisan pro-con format , responses to the core question How practical is nuclear power now and for the future ?	list	NoArgument	1021	12	1
When corporations are confronted with the environmental pollution , concern for profitability dictates that efforts will be made	elaboration	Argument	1940	9	0
that efforts will be made to merely clean up the mess , rather than change the structures responsible for the pollution .	elaboration	Argument	1940	9	0
that restarting TMI-1 would cause both severe psychological health damage to	purpose	Argument	1334	16	0
persons living in the vicinity , and serious damage	elaboration	Argument	1334	9	0
living in the vicinity , and serious damage to the stability , cohesiveness , and well-being of the neighboring communities .	elaboration	Argument	1334	9	0
PANE contended that restarting TMI-1 would cause both severe psychological health damage	attribution	Argument	1334	1	0
that restarting TMI-1 would cause both severe psychological health damage persons	same_unit	Argument	1334	20	0
A massive campaign of publicising and discussing the issue at the party branch level resulted in an anti-uranium platform being adopted in mid-1977 . A massive campaign of publicising and discussing the issue at the party branch level resulted in an anti-uranium platform being adopted in mid-1977 .	none	NoArgument	775	15	1
Even transporting nuclear fuel to and from plants poses a contamination risk . Even transporting nuclear fuel to and from plants poses a contamination risk .	none	Argument	1142	15	0
The time frame needed for formalities , planning and building of a new nuclear power generation plant is in the range of 20 to 30 years in the western democracies . The time frame needed for formalities , planning and building of a new nuclear power generation plant is in the range of 20 to 30 years in the western democracies .	none	NoArgument	1208	15	1
Some union leaders chose not to attempt to convince members	elaboration	NoArgument	330	9	1
to convince members to avoid or leave	purpose	NoArgument	330	16	1
to avoid or leave the industry ,	elaboration	NoArgument	330	9	1
while other leaders supportive of the policies could not persuade members working in the industry or transporting its products .	elaboration	NoArgument	330	9	1
the industry , while other leaders supportive of the policies could not persuade members	list	NoArgument	330	12	1
Technology is not neutral but develops in	elaboration	NoArgument	2518	9	1
but develops in ways	elaboration	NoArgument	2518	9	1
ways which correspond to social structures .	elaboration	NoArgument	2518	9	1
Nonetheless , it is difficult for us to see the differences between someone who dislikes a [ 460 U.S. 766 , 778 ] government decision so	elaboration	NoArgument	1537	9	1
so much	elaboration	NoArgument	1537	9	1
much that he suffers anxiety	elaboration	NoArgument	1537	9	1
and stress , someone who fears the effects of that decision so much	elaboration	NoArgument	1537	9	1
who fears the effects of that decision so much that he suffers similar anxiety and stress , and someone	elaboration	NoArgument	1537	9	1
that he suffers similar anxiety and stress , and someone who suffers anxiety and stress	elaboration	NoArgument	1537	9	1
who suffers anxiety and stress that flow directly ,	elaboration	NoArgument	1537	9	1
Brief for Respondents 23 , from the risks associated with the same decision .	elaboration	NoArgument	1537	9	1
that he suffers anxiety and stress , someone	list	NoArgument	1537	12	1
who suffers anxiety and stress Brief for Respondents 23 , from the risks	same_unit	NoArgument	1537	20	1
One design , the Generation IV Integral Fast Reactor , goes even further in providing an answer to the waste problem through recycling and use of all the energy available in	elaboration	Argument	536	9	0
to the waste problem through recycling and use of all the energy available in the fuel .	elaboration	Argument	536	9	0
Our national standards are inadequate in protecting the workers or our most vulnerable citizens , our children . Our national standards are inadequate in protecting the workers or our most vulnerable citizens , our children .	none	NoArgument	628	15	1
To build this base , several principles are important . To build this base , several principles are important .	none	NoArgument	705	15	1
I think nuclear power is worse than Austraila taking up a third of the worlds uraium .	attribution	NoArgument	2182	1	1
In 1976 anti-uranium groups began a major effort to persuade	elaboration	NoArgument	2323	9	1
and their Congress delegates to adopt	purpose	NoArgument	2323	16	1
trade unions to adopt	list	NoArgument	2323	12	1
and their Congress delegates and support anti-uranium policies .	list	NoArgument	2323	12	1
In 1976 anti-uranium groups began a major effort trade unions	same_unit	NoArgument	2323	20	1
For small activist groups lobbying is useful only	elaboration	NoArgument	1509	9	1
only if it appears to be backed up	condition	NoArgument	1509	5	1
only by politically visible mass concern or mass action .	means	NoArgument	1509	14	1
The judgment of the Court of Appeals is reversed , and the case is remanded with instructions to dismiss the petition for review . The judgment of the Court of Appeals is reversed , and the case is remanded with instructions to dismiss the petition for review .	none	NoArgument	308	15	1
In most cases , the decommissioning process costs between US $ 300 million to US$ 5.6 billion .	elaboration	Argument	57	9	0
Nuclear power is a large-scale vulnerable point in the structures of the state , capitalism and so forth .	list	Argument	1127	12	0
This rationality sets up a dualism between society and nature , production and reproduction , the intellect and the emotions , and the technical and the political .	elaboration	NoArgument	2397	9	1
It does n't release greenhouse gases which	elaboration	Argument	2029	9	0
gases which would help us stop global warming .	elaboration	Argument	2029	9	0
But how can uranium mining actually be stopped ? But how can uranium mining actually be stopped ?	none	NoArgument	1366	15	1
The Court of Appeals thought these propositions were enough	elaboration	NoArgument	3228	9	1
these propositions were enough to complete a syllogism	elaboration	NoArgument	3228	9	1
to complete a syllogism that	elaboration	NoArgument	3228	9	1
disposes of the case : NEPA requires agencies to consider effects	elaboration	NoArgument	3228	9	1
to consider effects on health .	elaboration	NoArgument	3228	9	1
to complete a syllogism disposes of the case : NEPA requires agencies	same_unit	NoArgument	3228	20	1
The United States ' INDC up to 2030 would require the nation	purpose	NoArgument	735	16	1
to 2030 would require the nation to decarbonize at a rate of 6 percent .	elaboration	NoArgument	735	9	1
Pushing for freedom of information and other constraints on bureaucratic autonomy .	attribution	NoArgument	1175	1	1
that could be used for a nuclear power plant , I think it could work .	attribution	Argument	3155	1	0
from human cities and towns that could be used for a nuclear power plant , I think	attribution	Argument	3155	1	0
If SA could find a place away from human cities and towns	condition	Argument	3155	5	0
Yes No Sending feedback ... Thank you for your feedback .	elaboration	NoArgument	1902	9	1
This produces heat , which is used to boil water and turn a generator	elaboration	NoArgument	959	9	1
, which is used to boil water and turn a generator to produce electricity ,	purpose	NoArgument	959	16	1
to produce electricity , just as in a coal or oil-fired electricity generating plant .	list	NoArgument	959	12	1
First , most of the water used in power plants is returned , somewhat warmer to its source , not consumed . First , most of the water used in power plants is returned , somewhat warmer to its source , not consumed .	none	NoArgument	32	15	1
It 's still radioactive and potentially deadly .	list	Argument	504	12	0
The Bill Gates-led Breakthrough Energy Coalition last week announced a $ 2 billion fund for clean energy research . The Bill Gates-led Breakthrough Energy Coalition last week announced a $ 2 billion fund for clean energy research .	none	NoArgument	2311	15	1
Jennifer Trainer is a writer and editor . Jennifer Trainer is a writer and editor .	none	NoArgument	728	15	1
But that could soon change .	elaboration	NoArgument	2403	9	1
Reader reviews are in the homepage comments - there have been a lot ,	elaboration	NoArgument	2871	9	1
- there have been a lot , and they 've been uniformly positive .	list	NoArgument	2871	12	1
After this defeat , many activists left the movement while a number of local groups effectively ceased to exist .	textualorganization	NoArgument	196	23	1
It is technically impossible to build a plant with 100 % security .	purpose	Argument	561	16	0
But while geothermal , solar and wind are safe , nuclear is not .	attribution	Argument	2915	1	0
All reactors release radiation into the air , water and soil . All reactors release radiation into the air , water and soil .	none	Argument	1604	15	0
This campaign was most effective when it involved	elaboration	NoArgument	920	9	1
when it involved grassroots community activists linking up	elaboration	NoArgument	920	9	1
grassroots community activists linking up with rank and file	elaboration	NoArgument	920	9	1
and it was at its weakest when governmental bureaucrats	elaboration	NoArgument	920	9	1
unionists , when governmental bureaucrats	list	NoArgument	920	12	1
and it was at its weakest and management or union officials moved in .	list	NoArgument	920	12	1
grassroots community activists linking up unionists ,	same_unit	NoArgument	920	20	1
Through consultation with unions , workers and working-class families , the establishment of support groups and funds for workers and unions penalised for direct action against uranium mining .	elaboration	NoArgument	908	9	1
Opposing nuclear power can be done at different levels : education , community activities , rallies	elaboration	Argument	2700	9	0
and civil disobedience to apply pressure within existing institutions , and at the same time efforts for long-term institutional change towards equality , participation and democracy .	purpose	Argument	2700	16	0
education , community activities , rallies and civil disobedience	list	Argument	2700	12	0
that the glaciers and polar ice caps will keep melting while we wait , and wait , for the nuclear age	elaboration	Argument	972	9	0
while we wait , and wait , for the nuclear age to arrive .	elaboration	Argument	972	9	0
In sum , if we invest in nuclear versus true renewables , you can bet that the glaciers and polar ice caps will keep melting	attribution	Argument	972	1	0
What other substance on Earth is powered by uranium , supplies energy to Mars and is in one in five U.S. households ? What other substance on Earth is powered by uranium , supplies energy to Mars and is in one in five U.S. households ?	none	NoArgument	1974	15	1
Because nuclear power generation can vary , the plan did not set an exact date for the complete phase-out .	elaboration	NoArgument	46	9	1
Australia has many places far away from everybody	elaboration	Argument	239	9	0
everybody so no one would get hurt .	purpose	Argument	239	16	0
Not surprisingly , this is the same balance which	elaboration	Argument	1031	9	0
Not surprisingly , this is the same the existence of nuclear weapons undermines .	same_unit	Argument	1031	20	0
Introduce participative non-hierarchical methods into groups , including consensus decision-making and nonviolent action training techniques .	example	NoArgument	1833	10	1
These will start to be retired in 2029 , and nearly all will be retired by 2050 , according to the Union of Concerned Scientists , a science advocacy group . These will start to be retired in 2029 , and nearly all will be retired by 2050 , according to the Union of Concerned Scientists , a science advocacy group .	none	NoArgument	2580	15	1
[ Footnote 10 ] This risk can be perceived differently by different people .	textualorganization	NoArgument	1318	23	1
Nuclear power plants as well as nuclear waste could be preferred targets for terrorist attacks . Nuclear power plants as well as nuclear waste could be preferred targets for terrorist attacks .	none	Argument	303	15	0
US companies only joined nuclear power projects after many subsidies and incentives were offered by the US state ,	circumstance	NoArgument	2121	2	1
after many subsidies and incentives were offered by the US state , including the Price-Anderson Act in	elaboration	NoArgument	2121	9	1
including the Price-Anderson Act in 1957 which limited corporate liability in the event of reactor accidents .	elaboration	NoArgument	2121	9	1
Indeed , the campaign was eventually sabotaged when	elaboration	NoArgument	483	9	1
the Federal executive of the union staged a ' coup ' against the radical NSW branch .	elaboration	NoArgument	483	9	1
when the Federal executive of the union staged a ' coup	circumstance	NoArgument	483	2	1
Similarly ' direct action ' could only	condition	NoArgument	760	5	1
only succeed if popular support were so great	elaboration	NoArgument	760	9	1
succeed if popular support were so great that	elaboration	NoArgument	760	9	1
that the government refused	elaboration	NoArgument	760	9	1
the government refused to use sufficient force	elaboration	NoArgument	760	9	1
to use sufficient force to physically overcome the resisters .	purpose	NoArgument	760	16	1
In this case the nuclear-free zone campaign provided a channel for exposing and challenging the role of nuclear expertise and elites in promoting nuclear power .	elaboration	Argument	3005	9	0
and if a meltdown happens it will kill thousands of people .	condition	Argument	2648	5	0
some people will say we will run out of uranium eventually	attribution	Argument	2648	1	0
I know some people will say	attribution	Argument	2648	1	0
we will run out of uranium eventually a meltdown happens it will kill thousands of people .	list	Argument	2648	12	0
Thus decision making by consensus is nonhierarchical and concentrates closely on maintaining good personal feelings within the group .	elaboration	NoArgument	969	9	1
There is still no licensed repository to store all this waste in the United States , and the one site that has been proposed for decades at Yucca Mountain in Nevada has shown numerous problems according	elaboration	Argument	2287	9	0
to store all this waste in the United States , and the one site that has been proposed for decades at Yucca Mountain in Nevada has shown numerous problems according to critics , such as vulnerability to earthquakes ,	elaboration	Argument	2287	9	0
and it is very uncertain if that site will ever be built or not , Nogee said	condition	Argument	2287	5	0
if that site will ever be built or not , Nogee said .	condition	Argument	2287	5	0
to critics , such as vulnerability to earthquakes , and it is very uncertain	list	Argument	2287	12	0
The social structures which favour	elaboration	Argument	1197	9	0
structures which favour and in turn are favoured by nuclear power include capitalism , patriarchy , the intellectual division of labour and the state .	list	Argument	1197	12	0
A more democratic union structure , one	elaboration	NoArgument	1846	9	1
one which would have allowed the rank and file	elaboration	NoArgument	1846	9	1
which would have allowed the rank and file to retain control ,	purpose	NoArgument	1846	16	1
one would clearly have strengthened the environmental-community-union alliance .	same_unit	NoArgument	1846	20	1
There are cleaner , safer and cheaper alternatives available that can produce	elaboration	Argument	680	9	0
that can produce our electricity	elaboration	Argument	680	9	0
our electricity without using nuclear or fossil fuels .	manner	Argument	680	13	0
In the November issue of Scientific American , my colleague Mark DeLucchi of the University of California-Davis and I laid out a plan to power the world with nothing	elaboration	NoArgument	850	9	1
In the November issue of Scientific American , my colleague Mark DeLucchi of the University of California-Davis and I laid out a plan but wind , water and sun .	elaboration	NoArgument	850	9	1
An ACTU policy against uranium mining is not enough :	elaboration	Argument	2963	9	0
: it does not in itself challenge	elaboration	Argument	2963	9	0
it does not in itself challenge any of the driving forces behind nuclear power .	elaboration	Argument	2963	9	0
The opposition to uranium mining and nuclear power within Australia also has been linked with overseas activities .	elaboration	NoArgument	2280	9	1
reactors are closing because we 've got an unquestioned free market for electricity and a system that 's a combination of quotas for some other emission-free sources , and a price for electricity regardless	explanation	NoArgument	2679	11	1
because we 've got an unquestioned free market for electricity and a system that 's a combination of quotas for some other emission-free sources , and a price for electricity regardless of whether the supply is clean or dependable .	elaboration	NoArgument	2679	9	1
because we 've got an unquestioned free market for electricity and a system that 's a combination of quotas for some other emission-free sources , and a price for electricity regardless 	elaboration	NoArgument	2679	9	1
NEI spokesman John Keeley said reactors are closing	attribution	NoArgument	2679	1	1
The resurgence of anti-uranium activity in 1983 owed much to the framework established in the late 1970s .	purpose	NoArgument	3002	16	1
To see the methodology of the transfer , click here .	attribution	NoArgument	495	1	1
that no insurance company will undertake to pay the total costs of a disaster or a terrorist attack .	elaboration	Argument	76	9	0
Nuclear power stations are so dangerous that no insurance company will undertake	attribution	Argument	76	1	0
We invite you to learn	purpose	NoArgument	280	16	1
to learn more about Fulfillment by Amazon .	elaboration	NoArgument	280	9	1
It will not let out greenhouse gases and it will save the world from pollution .	list	Argument	164	12	0
Thus for example government action to stop mining would be likely to take place only	condition	NoArgument	666	5	1
only if there were mass mobilisation on the issue .	condition	NoArgument	666	5	1
Was this review helpful to you ?	purpose	NoArgument	179	16	1
France and Germany have been using Nuclear power for years and they have n't had any problems .	list	Argument	138	12	0
If you read one book about nuclear energy , this should be the one .	condition	NoArgument	944	5	1
For example , rural communes which aim at self-sufficiency as an end in itself do not fundamentally challenge the	elaboration	NoArgument	601	9	1
communes which aim at self-sufficiency as an end in itself do not fundamentally challenge the structures which	elaboration	NoArgument	601	9	1
communes which aim at self-sufficiency as an end in itself do not fundamentally challenge the trap most people into alienating and destructive lifestyles .	elaboration	NoArgument	601	9	1
Similarly , activists need to continually challenge masculine rationality .	purpose	NoArgument	397	16	1
Likewise , successes of the Australian movement , in particular the mobilisation of much of the labour movement against uranium mining , have been an inspiration to overseas movements . Likewise , successes of the Australian movement , in particular the mobilisation of much of the labour movement against uranium mining , have been an inspiration to overseas movements .	none	NoArgument	662	15	1
Other renewable power sources such as solar and hydroelectric , can not provide the large scale power generation which is needed .	elaboration	Argument	3012	9	0
Country-by-Country % A recap of the percentages of electricity generated by nuclear power . Country-by-Country % A recap of the percentages of electricity generated by nuclear power .	none	NoArgument	197	15	1
There is not enough uranium	elaboration	Argument	363	9	0
uranium to sustain nuclear power beyond a few decades .	purpose	Argument	363	16	0
The NRC considered , in the original EIS and in the most recent EIA for TMI-1 , the possible effects of a number of accidents that might occur at TMI-1 . The NRC considered , in the original EIS and in the most recent EIA for TMI-1 , the possible effects of a number of accidents that might occur at TMI-1 .	none	NoArgument	1700	15	1
on your smartphone , tablet , or computer - no Kindle device	elaboration	NoArgument	1160	9	1
- no Kindle device required .	elaboration	NoArgument	1160	9	1
Then you can start reading Kindle books on your smartphone , tablet , or computer	attribution	NoArgument	1160	1	1
People with more expertise in the group can form partnerships with those who have less expertise and together	elaboration	NoArgument	1002	9	1
People with more expertise in the group can form partnerships with those engage in letter-writing , leaflet production , speaking engagements	elaboration	NoArgument	1002	9	1
engage in letter-writing , leaflet production , speaking engagements and so forth .	list	NoArgument	1002	12	1
Yet by 1977 the anti-uranium view had become widely understood and strongly supported . Yet by 1977 the anti-uranium view had become widely understood and strongly supported .	none	NoArgument	209	15	1
$ 60 billion a year for the U.S. economy and supports 475,000 jobs , all	elaboration	Argument	2379	9	0
60 billion a year for the U.S. economy and supports 475,000 jobs , all while avoiding emissions	attribution	Argument	2379	1	0
while avoiding emissions that save the United States $ 33 billion annually .	attribution	Argument	2379	1	0
The nuclear industry , she stressed , generates $	attribution	Argument	2379	1	0
In twenty-one provocative essays , those who have shaped the course of nuclear power substantiate their views and set	elaboration	NoArgument	1681	9	1
forth refutations of their opponents ' views .	elaboration	NoArgument	1681	9	1
In twenty-one provocative essays , those forth	same_unit	NoArgument	1681	20	1
Yet after the surrender of Germany in May 1945 , work on nuclear weapons continued unabated . Yet after the surrender of Germany in May 1945 , work on nuclear weapons continued unabated .	none	NoArgument	1345	15	1
Nuclear power plants can not be brought on line fast enough	elaboration	Argument	3156	9	0
fast enough to prevent the rapid climate change disaster coming in less than 10 years ( See Shootout :	purpose	Argument	3156	16	0
to prevent the rapid climate change disaster coming in less than 10 years ( See Shootout : Do We Need	elaboration	Argument	3156	9	0
Do We Need To Restrict CO2 Emissions ? )	purpose	Argument	3156	16	0
The key distinction between technologies is not whether they are solar , fossil or nuclear , but	elaboration	NoArgument	1959	9	1
whether they lend themselves to control by political and economic elites or to control	means	NoArgument	1959	14	1
by political and economic elites or to control by individuals and local communities .	means	NoArgument	1959	14	1
but whether they lend themselves to control	attribution	NoArgument	1959	1	1
Those with skills or knowledge - for example , acquired in intellectual	elaboration	NoArgument	3170	9	1
- for example , acquired in intellectual occupations - can help challenge the intellectual division of labour by sharing the knowledge and exposing its underlying value assumptions .	elaboration	NoArgument	3170	9	1
Nuclear energy is n't one of them . Nuclear energy is n't one of them .	none	NoArgument	2799	15	1
A key role of governments in capitalist countries is maintaining the conditions necessary for corporate profit-making .	elaboration	NoArgument	612	9	1
A strong movement will have a diversity of methods for taking action	elaboration	NoArgument	1840	9	1
action which	elaboration	NoArgument	1840	9	1
which allow people to participate in	elaboration	NoArgument	1840	9	1
allow people to participate in ways	elaboration	NoArgument	1840	9	1
ways which	elaboration	NoArgument	1840	9	1
ways they prefer .	same_unit	NoArgument	1840	20	1
An important pressure within these areas has come from politically active nuclear scientists and engineers . An important pressure within these areas has come from politically active nuclear scientists and engineers .	none	NoArgument	19	15	1
Bureaucracies also thrive on and foster inequalities in knowledge , and foster typically masculine values such as the separation of intellect and emotion . Bureaucracies also thrive on and foster inequalities in knowledge , and foster typically masculine values such as the separation of intellect and emotion .	none	NoArgument	3163	15	1
By 1976 uranium mining had become a major political issue . By 1976 uranium mining had become a major political issue .	none	NoArgument	183	15	1
The reason governments , in general , favor nuclear energy is because of the vast amounts of money pumped into the lobbying efforts by power companies .	means	Argument	271	14	0
By suitable means a chain reaction is allowed to continue in a controlled manner . By suitable means a chain reaction is allowed to continue in a controlled manner .	none	NoArgument	639	15	1
Homes were starting to use more of it , so scientists were on the lookout for new places to get it .	purpose	NoArgument	1049	16	1
Secrecy and centralised control of information have been important tools in the promotion of nuclear weapons and nuclear power by states . Secrecy and centralised control of information have been important tools in the promotion of nuclear weapons and nuclear power by states .	none	NoArgument	1977	15	1
Large powerful bureaucracies will not wither away on their own .	elaboration	NoArgument	1945	9	1
Another effect of renewed operation is a risk of a nuclear accident . Another effect of renewed operation is a risk of a nuclear accident .	none	Argument	2795	15	0
If you 're proposing a new generation of nuclear power plants , you 'll need somewhere to put the waste .	condition	Argument	3144	5	0
V ) ( NEPA ) , when it	circumstance	NoArgument	184	2	1
